ticker,last_close,r3,r6,r12,rs3,rs6,rs12,high52,near_52w_gap_pct,pivot_tight_range_pct,vol_contraction_score,vol10_over_vol50,breakout_trigger,vol_today,vol50_avg,over_trigger_high,over_trigger_close,pivot_low7,rs_composite,rs3_pctile,rs6_pctile,rs12_pctile,rs_composite_pctile,trigger_price,stop_suggest,risk_pct,max_entry_price
ADI,300.25,0.2470943075750589,0.25078393359319207,0.3985955891734063,0.18765455771918926,0.12843088031282712,0.184739315330259,302.1000061035156,0.006123820146106565,0.06551201635355954,0.004693027764668508,0.9776381416578032,309.17999267578125,4248700.0,3873560.0,True,False,289.510009765625,0.15745967053822213,61.53846153846154,34.61538461538461,49.23076923076923,45.38461538461539,309.17999267578125,289.510009765625,0.06361984402652793,315.36359252929685
ADM,65.18000030517578,0.04498042574344385,0.21884798364002456,0.32427287643943026,-0.004826052189446539,0.09961893993576099,0.12178113036273808,66.56999969482422,0.020880267327934347,0.12994779635392664,-0.002453963064500149,1.2340394113333726,66.62999725341797,3660600.0,3155742.0,False,False,58.15999984741211,0.07271788038359414,7.6923076923076925,23.846153846153847,40.76923076923077,15.384615384615385,66.62999725341797,58.15999984741211,0.12711988226251003,67.96259719848634
AIZ,234.0,0.1309871057759726,0.2536866852590305,0.13670865565440038,0.07708132635801013,0.1310496816338529,-0.03710304475799331,242.1300048828125,0.033577023577673934,0.029572641747629542,0.0025150675896185187,1.0634574414121944,243.75999450683594,406800.0,315424.0,False,False,233.27000427246094,0.08122862977273082,32.30769230769231,35.38461538461539,19.230769230769234,19.230769230769234,243.75999450683594,233.27000427246094,0.04303409284036894,248.63519439697265
AKAM,93.48999786376953,0.2813870482033225,0.1880797428286214,0.03281044333678307,0.22031281736840036,0.07186048211423524,-0.12511440263590667,102.0999984741211,0.0843290963665774,0.10343350507972102,0.009200128865502906,0.9311738840598186,95.04000091552734,4081100.0,3357214.0,True,False,85.37000274658203,0.07700120574045638,69.23076923076923,10.76923076923077,5.384615384615385,16.153846153846153,95.04000091552734,85.37000274658203,0.10174661275035254,96.94080093383789
ALB,163.0399932861328,0.7161516051655494,1.1333768195242215,0.7490599713749713,0.6343553676988414,0.9246875642053736,0.48161493500994057,177.5500030517578,0.08172351177822942,0.14597647222659751,0.016400435340531584,1.0365656547260635,179.13999938964844,4813500.0,3514172.0,False,False,155.33999633789062,0.7489733794143274,98.46153846153847,95.38461538461539,81.53846153846153,95.38461538461539,179.13999938964844,155.33999633789062,0.13285700085322816,182.72279937744142
AMAT,327.010009765625,0.4388327845237441,0.7254257241220898,0.8515720401401363,0.37025428145703176,0.5566426914296627,0.568452101594821,327.010009765625,0.0,0.15764039709339697,0.014027525477888707,1.0849790100992227,331.0,11395600.0,7527906.0,False,False,279.45001220703125,0.5030880504709051,90.76923076923077,88.46153846153845,86.15384615384616,89.23076923076924,331.0,279.45001220703125,0.15574014438963368,337.62
AMD,231.8300018310547,-0.011638795003214963,0.4767182223020525,0.9325608836309356,-0.05874665399624379,0.3322640296307755,0.6370571134577481,264.3299865722656,0.1229523186629668,0.16628565219031052,0.011872192439235204,0.9535667465835664,238.35000610351562,42391100.0,39401762.0,False,False,199.8000030517578,0.27591944130806423,0.7692307692307693,76.92307692307693,87.6923076923077,76.15384615384615,238.35000610351562,199.8000030517578,0.16173695013464992,243.11700622558595
AME,215.64999389648438,0.1707196939543103,0.2119162757170716,0.20571861670334846,0.11492015631124697,0.0933652992681051,0.021354750073477202,215.64999389648438,0.0,0.0321817882579564,0.0007620015582683892,0.8323979454391983,215.85000610351562,1318600.0,1336344.0,True,False,208.91000366210938,0.08542964654212207,45.38461538461539,21.53846153846154,27.692307692307693,21.53846153846154,215.85000610351562,208.91000366210938,0.03215196777931995,220.16700622558594
APA,25.780000686645508,0.13341851490895595,0.4040268212367686,0.06653359075266274,0.07939684822426152,0.2666833809733953,-0.09654778989270218,27.100000381469727,0.048708475138133214,0.1512801172227732,-0.0026031565720093922,0.9572849512058915,27.360000610351562,3594200.0,6199314.0,False,False,23.459999084472656,0.13785118697543564,33.07692307692307,72.3076923076923,7.6923076923076925,39.23076923076923,27.360000610351562,23.459999084472656,0.14254391223965668,27.907200622558594
APH,154.38999938964844,0.2145705934061659,0.49895546030597315,1.1927871085021975,0.1566810081391652,0.3523259966760377,0.8574927003218304,154.38999938964844,0.0,0.14366210741282234,0.0109684124416901,1.1525267689820284,156.27999877929688,9599800.0,7877214.0,False,False,134.10000610351562,0.3946658408441345,56.15384615384615,80.76923076923077,91.53846153846153,84.61538461538461,156.27999877929688,134.10000610351562,0.14192470469048618,159.40559875488282
ASML,1358.5699462890625,0.3348309105796583,0.8574320488579144,0.8884098798131681,0.2712094066221782,0.6757360130080605,0.5996571456335107,1358.5699462890625,0.0,0.14674989363762034,0.009867701930946996,1.3806586149969589,1375.3699951171875,2467100.0,1473152.0,True,False,1176.0,0.5391622576173859,81.53846153846153,92.3076923076923,86.92307692307692,90.76923076923077,1375.3699951171875,1176.0,0.1449573538938519,1402.8773950195314
